Quantity of Comments,Likes,Hashtags,Post Location,Category
107,78,#HealthyLifestyle #Yoga #Fitness #Workout #FitnessGoals,Srinagar,Fitness
29,309,#Yummy #Recipe #Cooking,Gurgaon,Food
85,125,#Explore #Travel #Nature #TravelDiaries,Kolkata,Travel
14,378,#GamerLife #VideoGames #Esports #GameOn #Gaming,Kalyani,Gaming
252,921,#Art #InstaArt #Photography,Delhi,Art
49,42,#Cooking #Foodie #Recipe #Delicious,Ranchi,Food
187,766,#Esports #Gaming #VideoGames,Aligarh,Gaming
235,913,#Entrepreneur #Startup #SocialMedia,Shillong,Business
95,23,#MachineLearning #AI #Innovation,Hapur,Technology
212,790,#SmartHome #InteriorDesign #HomeDecor #DIY #HomeAppliances,Vijayawada,Home
212,613,#Wellness #Mindfulness #SelfCare #PersonalDevelopment #Lifestyle,Dehradun,Lifestyle
200,730,#Clothing #OOTD #Style,Ludhiana,Fashion
13,824,#SocialMedia #Business #Startup #Entrepreneur,Jodhpur,Business
133,434,#Cooking #Delicious #Yummy #Foodie,Shillong,Food
286,432,#Fitness #Workout #FitnessGoals #HealthyLifestyle,Patiala,Fitness
184,671,#MachineLearning #Electronics #Innovation #Tech #AI,Fazilka,Technology
47,201,#SmartHome #HomeAppliances #DIY #InteriorDesign #HomeDecor,Raigarh,Home
75,114,#TravelDiaries #Nature #Explore #Adventure #Wanderlust,Gwalior,Travel
8,178,#GamerLife #GameOn #VideoGames,Raigarh,Gaming
135,838,#Business #SocialMedia #Startup,Jodhpur,Business
92,186,#Gourmet #Yummy #Cooking #Delicious,Chennai,Food
161,180,#Lifestyle #Mindfulness #PersonalDevelopment,Bangalore,Lifestyle
163,605,#FitnessGoals #Workout #HealthyLifestyle,Ranchi,Fitness
205,903,#SmartHome #DIY #HomeDecor #HomeAppliances #InteriorDesign,Gurgaon,Home
49,426,#HealthyLifestyle #Motivation #FitnessGoals #Yoga,Raipur,Fitness
134,579,#Fashionista #OOTD #Clothing #Fashion #FashionInspo,Kolkata,Fashion
296,14,#InstaArt #Design #Photography #Art #PhotoOfTheDay,Kanpur,Art
76,816,#SmartHome #Electronics #Innovation #MachineLearning #AI,Ranchi,Technology
243,716,#Cooking #Delicious #Recipe #Gourmet #Yummy,Madurai,Food
265,344,#Explore #Travel #Nature #TravelDiaries,Kochi,Travel
229,309,#SmartHome #Tech #Innovation,Dehradun,Technology
111,879,#Lifestyle #PersonalDevelopment #Mindfulness,Nawanshahr,Lifestyle
269,821,#Foodie #Delicious #HealthyEating #Gourmet,Ajmer,Food
114,667,#HomeAppliances #InteriorDesign #SmartHome #DIY,Moga,Home
206,820,#Business #Entrepreneur #SocialMedia #DigitalMarketing #Startup,Faridkot,Business
125,916,#VideoGames #Gaming #GamerLife #Esports #GameOn,Cuttack,Gaming
59,532,#Clothing #FashionInspo #OOTD,Moga,Fashion
9,90,#Workout #HealthyLifestyle #FitnessGoals #Yoga #Fitness,Tumkur,Fitness
119,78,#InteriorDesign #HomeAppliances #SmartHome #DIY #HomeDecor,Cuttack,Home
242,434,#Mindfulness #PersonalDevelopment #Wellness #Lifestyle,Bardhaman,Lifestyle
299,931,#Lifestyle #Wellness #PersonalDevelopment #SelfCare #Mindfulness,Dhanbad,Lifestyle
116,767,#Esports #Gaming #VideoGames,Bardhaman,Gaming
8,220,#Clothing #Style #Fashionista #Fashion,Agra,Fashion
113,883,#TravelDiaries #Wanderlust #Travel,Rudrapur,Travel
297,780,#Startup #DigitalMarketing #Business #Entrepreneur #SocialMedia,Raigarh,Business
86,592,#SmartHome #HomeAppliances #InteriorDesign,Faridabad,Home
26,66,#Fitness #Workout #HealthyLifestyle #Motivation,Thiruvananthapuram,Fitness
